Timestamp,Date,Time,Detected_Sign,Confidence,Detection_Source,Language,Location_Info,Session_ID
2025-08-29T07:57:23.035780,2025-08-29,07:57:23,No passing for vehicles over 3.5 metric tons,1.0000,Image,English,File: 10_17136_1577672005.5407796.png,20250829_075723
2025-08-29T08:05:58.610749,2025-08-29,08:05:58,No passing for vehicles over 3.5 metric tons,1.0000,Image,English,File: 10_17136_1577672005.5407796.png,20250829_080558
2025-08-29T08:06:56.431450,2025-08-29,08:06:56,No passing for vehicles over 3.5 metric tons,1.0000,Image,English,File: 10_17136_1577672005.5407796.png,20250829_080656
2025-08-29T08:18:33.590558,2025-08-29,08:18:33,No passing for vehicles over 3.5 metric tons,1.0000,Image,English,File: 10_17136_1577672005.5407796.png,20250829_081833
2025-08-29T08:24:50.584374,2025-08-29,08:24:50,No passing for vehicles over 3.5 metric tons,1.0000,Image,English,File: 10_17132_1577672005.5367918.png,20250829_082450
2025-08-29T08:30:26.349571,2025-08-29,08:30:26,No passing for vehicles over 3.5 metric tons,1.0000,Image,English,File: 10_17137_1577672005.5407796.png,20250829_083026
2025-08-29T08:30:53.041499,2025-08-29,08:30:53,No passing for vehicles over 3.5 metric tons,1.0000,Image,English,File: 10_17255_1577672005.6355271.png,20250829_083053
2025-08-29T08:32:15.451901,2025-08-29,08:32:15,No passing for vehicles over 3.5 metric tons,1.0000,Image,English,File: 10_17267_1577672005.645503.png,20250829_083215
2025-08-29T08:33:52.970391,2025-08-29,08:33:52,Give way,0.6074,Image,English,File: img-6_jpg.rf.a961e413341cc4216cddc1c46e76d13f.jpg,20250829_083352
2025-08-29T08:45:25.415190,2025-08-29,08:45:25,Give way,0.6264,Image,English,File: img-19_jpg.rf.399478ab1a20c3fcb63dc9e3d5c425f5.jpg,20250829_084525
2025-08-29T08:45:44.952831,2025-08-29,08:45:44,Give way,0.6074,Image,English,File: img-6_jpg.rf.a961e413341cc4216cddc1c46e76d13f.jpg,20250829_084544
2025-08-29T08:48:40.878508,2025-08-29,08:48:40,Give way,0.6074,Image,English,File: img-6_jpg.rf.a961e413341cc4216cddc1c46e76d13f.jpg,20250829_084840
2025-08-29T08:49:44.126577,2025-08-29,08:49:44,Give way,0.6636,Image,English,File: img-9_jpg.rf.de0e0920eee97f99bfa4d5a2ed29d82e.jpg,20250829_084944
2025-08-29T08:50:11.722197,2025-08-29,08:50:11,Stop sign,0.4707,Image,English,File: img-110_jpg.rf.0390f81a2c5b2ad5676a8eb5b043d743.jpg,20250829_085011
2025-08-29T08:50:28.893634,2025-08-29,08:50:28,Yield,0.8891,Image,English,File: frame265_jpg.rf.bc271cc6bc29e4360aaa39d314564703.jpg,20250829_085028
2025-08-29T08:54:43.502670,2025-08-29,08:54:43,Yield,0.6210,Image,English,File: frame265_jpg.rf.7f18de6475a5513e5f311ac360f5ad91.jpg,20250829_085443
2025-08-29T08:59:52.564863,2025-08-29,08:59:52,Yield,0.8891,Image,English,File: frame265_jpg.rf.bc271cc6bc29e4360aaa39d314564703.jpg,20250829_085952
2025-08-29T09:00:15.410777,2025-08-29,09:00:15,Turn left ahead,0.3246,Image,English,File: frame273_jpg.rf.3e7cbc4c936d89948f6486039caa54cd.jpg,20250829_090015
2025-08-29T09:00:37.214805,2025-08-29,09:00:37,Ahead only,1.0000,Image,English,File: 35_18935_1577672007.1399748.png,20250829_090037
2025-08-29T09:00:52.867141,2025-08-29,09:00:52,End of all speed and passing limits,0.9982,Image,English,File: 32_10145_1577671998.7738314.png,20250829_090052
2025-08-29T09:23:58.457964,2025-08-29,09:23:58,Go straight or right,0.9999,Image,English,File: 36_901_1577671990.3803406.png,20250829_092358
2025-08-29T09:31:20.577946,2025-08-29,09:31:20,Priority road,0.7503,Image,English,File: Image00061.jpg,20250829_093120
2025-08-29T09:38:10.251374,2025-08-29,09:38:10,Give way,0.6074,Image,English,File: img-6_jpg.rf.a961e413341cc4216cddc1c46e76d13f.jpg,20250829_093810
2025-08-29T09:38:37.485315,2025-08-29,09:38:37,Give way,0.5843,Image,English,File: img-39_jpg.rf.a4ba4e9ad51da5bf7e864ca580d09931.jpg,20250829_093837
2025-08-29T09:38:49.559502,2025-08-29,09:38:49,Yield,0.6210,Image,English,File: frame265_jpg.rf.7f18de6475a5513e5f311ac360f5ad91.jpg,20250829_093849
